Item,Package Size,Module Size,Redundant Count
com.sun.org.apache.xml.internal.security.transforms.params,6,5,318
com.sun.org.apache.xml.internal.security.keys,17,5,307
com.sun.org.apache.xml.internal.security.keys.keyresolver.implementations,27,5,297
javax.crypto.spec,1,1,190
com.sun.org.apache.xml.internal.security.keys.content,15,5,309
com.sun.org.apache.xml.internal.security.keys.content.keyvalues,9,4,200
com.sun.org.apache.xml.internal.security.keys.storage,8,3,128
com.sun.org.apache.xml.internal.security.keys.content.x509,13,4,196
javax.security.auth.x500,8,4,138
com.sun.org.apache.xml.internal.security.keys.storage.implementations,12,3,124
com.sun.org.apache.xml.internal.security.signature.reference,5,4,204
com.sun.org.apache.xml.internal.security.transforms.implementations,24,6,491
com.sun.org.apache.xpath.internal.functions,17,4,311
com.sun.org.apache.xpath.internal.compiler,17,4,311
javax.xml.xpath,9,5,434
com.sun.org.apache.xml.internal.security.utils.resolver.implementations,8,5,392
org.w3c.dom.html,3,3,217
com.sun.org.apache.xpath.internal.operations,11,4,317
com.sun.org.apache.xpath.internal.patterns,10,4,318
org.w3c.dom.xpath,3,2,102
com.sun.org.apache.xpath.internal.jaxp,21,7,521
com.sun.org.glassfish.external.amx,8,4,181
com.sun.org.glassfish.external.arc,3,2,51
com.sun.org.glassfish.external.probe.provider,3,2,61
com.sun.org.glassfish.external.probe.provider.annotations,2,2,52
com.sun.org.glassfish.external.statistics,2,2,221
com.sun.org.glassfish.external.statistics.annotations,2,2,52
com.sun.org.glassfish.external.statistics.impl,6,4,364
com.sun.org.glassfish.gmbal,10,5,228
com.sun.org.glassfish.gmbal.util,5,3,96
javax.management.modelmbean,13,5,394
com.sun.org.omg.SendingContext.CodeBasePackage,5,4,71
com.sun.rmi.rmid,5,3,92
com.sun.rowset,16,9,507
com.sun.rowset.internal,18,10,578
com.sun.rowset.providers,7,5,213
java.sql,13,6,431
javax.sql,9,6,447
javax.sql.rowset,13,7,470
javax.sql.rowset.serial,11,5,431
javax.sql.rowset.spi,14,7,430
com.sun.security.auth,12,6,174
sun.security.provider,29,8,435
com.sun.security.auth.callback,8,5,345
com.sun.security.auth.login,4,3,291
com.sun.security.auth.module,24,9,503
javax.security.auth.kerberos,12,6,360
sun.security.jgss.krb5,23,7,354
sun.security.krb5,25,7,375
sun.security.krb5.internal.ktab,10,4,280
com.sun.security.cert.internal.x509,7,4,151
com.sun.security.jgss,7,4,258
org.ietf.jgss,8,4,319
sun.security.jgss,24,6,348
com.sun.security.ntlm,11,6,436
com.sun.security.sasl,9,4,242
com.sun.security.sasl.util,6,4,364
com.sun.security.sasl.digest,13,5,243
com.sun.security.sasl.gsskerb,9,4,242
com.sun.security.sasl.ntlm,9,5,433
com.sun.swing.internal.plaf.basic.resources,2,2,62
com.sun.swing.internal.plaf.metal.resources,2,2,62
com.sun.swing.internal.plaf.synth.resources,2,2,62
com.sun.xml.internal.bind,17,8,363
com.sun.xml.internal.bind.v2.runtime.reflect,30,7,447
javax.xml.bind,24,9,547
javax.xml.bind.annotation.adapters,4,4,150
com.sun.xml.internal.bind.annotation,2,2,52
com.sun.xml.internal.bind.api,24,8,475
com.sun.xml.internal.bind.api.impl,4,4,109
com.sun.xml.internal.bind.v2,16,7,418
com.sun.xml.internal.bind.v2.model.annotation,11,6,182
com.sun.xml.internal.bind.v2.model.nav,6,3,85
com.sun.xml.internal.bind.v2.model.runtime,11,5,268
com.sun.xml.internal.bind.v2.runtime,48,10,550
com.sun.xml.internal.bind.v2.runtime.unmarshaller,45,11,582
javax.xml.bind.attachment,2,2,57
javax.lang.model,4,3,82
com.sun.xml.internal.bind.marshaller,13,6,349
com.sun.xml.internal.bind.util,8,5,347
com.sun.xml.internal.bind.v2.util,18,7,524
com.sun.xml.internal.bind.unmarshaller,10,6,352
javax.xml.bind.helpers,18,8,486
com.sun.xml.internal.bind.v2.bytecode,6,3,85
com.sun.xml.internal.bind.v2.model.core,15,7,477
javax.xml.bind.annotation,8,4,310
com.sun.xml.internal.bind.v2.model.impl,44,10,559
com.sun.xml.internal.bind.v2.model.util,3,3,171
com.sun.xml.internal.bind.v2.runtime.output,26,10,594
com.sun.xml.internal.bind.v2.runtime.property,22,6,264
com.sun.xml.internal.bind.v2.schemagen,27,8,472
com.sun.xml.internal.txw2.output,16,6,454
com.sun.xml.internal.fastinfoset,13,6,224
com.sun.xml.internal.fastinfoset.stax,15,5,215
com.sun.xml.internal.org.jvnet.fastinfoset,8,5,193
com.sun.xml.internal.org.jvnet.staxex,10,5,387
com.sun.xml.internal.bind.v2.runtime.reflect.opt,18,6,452
com.sun.xml.internal.fastinfoset.sax,15,6,364
com.sun.xml.internal.bind.v2.schemagen.episode,4,2,219
